// Móstoles - Navalcarnero
// laborables
diario,529H,móstoles,19,00
diario,529H,móstoles,19,30
diario,529H,móstoles,20,00
diario,529H,móstoles,20,30
diario,529H,móstoles,21,00
diario,529A,móstoles,21,00
diario,529H,móstoles,21,30
diario,529H,móstoles,22,00
diario,529H,móstoles,22,30
diario,529,móstoles,6,25
diario,529,móstoles,6,55
diario,529,móstoles,7,25
diario,529,móstoles,8,25
diario,529,móstoles,8,55
diario,529,móstoles,9,25
diario,529,móstoles,9,55
diario,529,móstoles,10,25
diario,529,móstoles,11,25
diario,529,móstoles,11,55
diario,529,móstoles,12,25
diario,529,móstoles,12,55
diario,529,móstoles,13,25
diario,529,móstoles,14,25
diario,529,móstoles,14,55
diario,529,móstoles,15,25
diario,529,móstoles,16,25
diario,529,móstoles,16,55
diario,529,móstoles,17,25
diario,529,móstoles,17,55
diario,529,móstoles,18,55
diario,529,móstoles,19,25
diario,529,móstoles,19,55
diario,529,móstoles,20,25
diario,529,móstoles,21,25
diario,529,móstoles,22,25
diario,529,móstoles,23,25
// verano
verano,529,móstoles,6,00
verano,529A,móstoles,7,00
verano,529,móstoles,8,00
verano,529A,móstoles,9,00
verano,529,móstoles,10,00
verano,529,móstoles,11,00
verano,529A,móstoles,12,00
verano,529,móstoles,13,00
verano,529,móstoles,14,00
verano,529A,móstoles,15,00
verano,529,móstoles,16,00
verano,529,móstoles,17,00
verano,529A,móstoles,18,00
verano,529,móstoles,19,00
verano,529,móstoles,20,00
verano,529A,móstoles,21,00
verano,529,móstoles,22,00
verano,529,móstoles,23,00
verano,529,móstoles,23,30
// festivo
festivo,529A,móstoles,7,00
festivo,529,móstoles,8,00
festivo,529A,móstoles,9,00
festivo,529,móstoles,10,00
festivo,529,móstoles,11,00
festivo,529A,móstoles,12,00
festivo,529,móstoles,13,00
festivo,529,móstoles,14,00
festivo,529A,móstoles,15,00
festivo,529,móstoles,16,00
festivo,529,móstoles,17,00
festivo,529A,móstoles,18,00
festivo,529,móstoles,19,00
festivo,529,móstoles,20,00
festivo,529A,móstoles,21,00
festivo,529,móstoles,22,00
festivo,529,móstoles,23,00
festivo,529,móstoles,23,30
